Simon Koo,3039410765
Vineet Bafna,https://scholar.google.com/citations?hl=en&user=NzQu5SwAAAAJ
Stefan Savage,https://scholar.google.com/citations?hl=en&user=_JhgbioAAAAJ
Lawrence Saul,https://scholar.google.com/citations?hl=en&user=Hft_8cgAAAAJ
Hao Su,https://scholar.google.com/citations?hl=en&user=1P8Zu04AAAAJ
Charles Elkan,https://scholar.google.com/citations?hl=en&user=im5aMngAAAAJ
Rajesh Gupta,https://scholar.google.com/citations?hl=en&user=I1w51gUAAAAJ
Zhuowen Tu,https://scholar.google.com/citations?hl=en&user=9oz-dvgAAAAJ
Dean Tullsen,https://scholar.google.com/citations?hl=en&user=BEEuinQAAAAJ
Garrison Cottrell,https://scholar.google.com/citations?hl=en&user=5Aut7EEAAAAJ
William Griswold,https://scholar.google.com/citations?hl=en&user=yx0wJlIAAAAJ
Victor Vianu,https://scholar.google.com/citations?hl=en&user=CK_GLC8AAAAJ
Ravi Ramamoorthi,https://scholar.google.com/citations?hl=en&user=q0MzO6cAAAAJ
Henrik Jensen,https://scholar.google.com/citations?hl=en&user=vthMwawAAAAJ
Daniele Micciancio,https://scholar.google.com/citations?hl=en&user=8rjreLIAAAAJ
Ranjit Jhala,https://scholar.google.com/citations?hl=en&user=H3wb878AAAAJ
Sanjoy Dasgupta,https://scholar.google.com/citations?hl=en&user=E5dXOFAAAAAJ
Michael Taylor,https://scholar.google.com/citations?hl=en&user=NrOOkrMAAAAJ
Sam Buss,https://scholar.google.com/citations?hl=en&user=HlXPvCoAAAAJ
Alin Deutsch,https://scholar.google.com/citations?hl=en&user=2lZr6WsAAAAJ
Hadi Esmaeilzadeh,https://scholar.google.com/citations?hl=en&user=LnB5_AcAAAAJ
Ryan Kastner,https://scholar.google.com/citations?hl=en&user=lfLiQmcAAAAJ
Debashis Sahoo,https://scholar.google.com/citations?hl=en&user=wSehpJsAAAAJ
Kamalika Chaudhuri,https://scholar.google.com/citations?hl=en&user=I-DJ7EsAAAAJ
Lilly Irani,https://scholar.google.com/citations?hl=en&user=FGWYdYUAAAAJ
Joseph Pasquale,https://scholar.google.com/citations?hl=en&user=8lkdGgsAAAAJ
Alex Orailoglu,https://scholar.google.com/citations?hl=en&user=RJhla18AAAAJ
William Howden,https://scholar.google.com/citations?hl=en&user=N346LrwAAAAJ
Shlomo דובנוב,https://scholar.google.com/citations?hl=en&user=BM-U33EAAAAJ
Scott Baden,https://scholar.google.com/citations?hl=en&user=qjzNW6EAAAAJ
Christine Alvarado,https://scholar.google.com/citations?hl=en&user=kAQ5y8QAAAAJ
Laurel Riek,https://scholar.google.com/citations?hl=en&user=W6zy3tkAAAAJ
Shachar Lovett,https://scholar.google.com/citations?hl=en&user=f6JF7BkAAAAJ
Leo Porter,https://scholar.google.com/citations?hl=en&user=2ITK0EUAAAAJ
Andrea Vattani,https://scholar.google.com/citations?hl=en&user=QN_y3qQAAAAJ
Hannes Holste,https://scholar.google.com/citations?hl=en&user=lMw32RQAAAAJ
Mary Thomas,https://scholar.google.com/citations?hl=en&user=mFJEZusAAAAJ
Seungjin Na,https://scholar.google.com/citations?hl=en&user=Rc2u3cEAAAAJ
Xinxin Jin,https://scholar.google.com/citations?hl=en&user=VITnzwsAAAAJ
Manu Shantharam,https://scholar.google.com/citations?hl=en&user=OJ1UnKYAAAAJ
Saransh Gupta,https://scholar.google.com/citations?hl=en&user=K5604PAAAAAJ
Behnam Khaleghi,https://scholar.google.com/citations?hl=en&user=NS__kn4AAAAJ
David Vanoni,https://scholar.google.com/citations?hl=en&user=OvQ0RtYAAAAJ
Adrian Guthals,https://scholar.google.com/citations?hl=en&user=KbHP9jsAAAAJ
Petros Mol,https://scholar.google.com/citations?hl=en&user=6n8uoZ4AAAAJ
Zexiang Xu,https://scholar.google.com/citations?hl=en&user=b948ydkAAAAJ
Anye Shi,https://scholar.google.com/citations?hl=en&user=x9oepocAAAAJ
Vicky Papavasileiou,https://scholar.google.com/citations?hl=en&user=s-cTLcYAAAAJ
Supun Nakandala,https://scholar.google.com/citations?hl=en&user=ySzxI5IAAAAJ
Christine Kirkpatrick,https://scholar.google.com/citations?hl=en&user=-zno0joAAAAJ
Adalbert Raj,https://scholar.google.com/citations?hl=en&user=0TxoLzMAAAAJ
Stephen Foster,https://scholar.google.com/citations?hl=en&user=yOoPwEwAAAAJ
Atieh Lotfi,https://scholar.google.com/citations?hl=en&user=D4pP44kSXB8C
Do-kyum Kim,https://scholar.google.com/citations?hl=en&user=PxLwUY0AAAAJ
Dharanidhar Dang,https://scholar.google.com/citations?hl=en&user=3J75Zn8AAAAJ
Prannoy Pilligundla,https://scholar.google.com/citations?hl=en&user=uIQ2vHQAAAAJ
Meng Song,https://scholar.google.com/citations?hl=en&user=UxuTHlcAAAAJ
Shreenivas Venkataramanan,https://scholar.google.com/citations?hl=en&user=X8hMQFEAAAAJ
Sahil Goyal,https://scholar.google.com/citations?hl=en&user=dhK6934AAAAJ
Yuhao Zhang,https://scholar.google.com/citations?hl=en&user=zjnOU9IAAAAJ
Martha Gahl,https://scholar.google.com/citations?hl=en&user=uPU3SEkAAAAJ
Sparsh Gupta,https://scholar.google.com/citations?hl=en&user=ULHe05MAAAAJ
Georgios Sakkas,https://scholar.google.com/citations?hl=en&user=yRC3GKkAAAAJ
Chad Atalla,https://scholar.google.com/citations?hl=en&user=zYIv5vIAAAAJ
Kamran Alipour,https://scholar.google.com/citations?hl=en&user=gLWhxj8AAAAJ
Muhan Zhao,https://scholar.google.com/citations?hl=en&user=ZSO-RTMAAAAJ
Yutong Shao,https://scholar.google.com/citations?hl=en&user=u81yxDIAAAAJ
Aarushi Sehgal,https://scholar.google.com/citations?hl=en&user=WcTHi38AAAAJ
Akshat Singhal,https://scholar.google.com/citations?hl=en&user=CDzJvXgAAAAJ
Charles Chen,https://scholar.google.com/citations?hl=en&user=Rn_vnUEAAAAJ
Sourav Anand,https://scholar.google.com/citations?hl=en&user=uhm_0x4AAAAJ
Po-Ya Hsu,https://scholar.google.com/citations?hl=en&user=Mzdwrq4AAAAJ
